Paper_Number,Type_of_salmon,Category,ESB,ESP,Hatchery_fish,Sentence_about_service,Service_in_my_words,Type_of_interaction,CICES_section1,CICES_division1,CICES_group1,CICES_class1,CICES_code1,CICES_section2,CICES_division2,CICES_group2,CICES_class2,CICES_code2,CICES_section3,CICES_division3,CICES_group3,CICES_class3,CICES_code3,EE_domain1,EE_code1,EE_domain2,EE_code2,EE_domain3,EE_code3
157,Not specified,eco,"macroinvertebrates, stream-resident fish",carcasses,No,"""Stable isotope analysis has shown increased assimilation of marine-derived C and N by macroinvertebrates and fishes in experimental streams, indicating that salmon carcasses represent a key energetic pathway for the Cedar River food web (Kiffney et al. 2014, 2018a)"" (2)",nutrient and energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Coho, chinook",eco,Discosmoecus,salmon,No,"""At the individual level, Dicosmoecus growth rate was 50% higher post-recolonization."" (9)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Chinook,eco,"Glossosoma, Chironomid larvae",adult Chinook,No,""" Supporting our hypothesis, the density of Glossosoma (r 5 0.87, p =0.01) and Chironomidae (r 5 0.84, p 5 0.02) larvae strongly positively covaried with adult Chinook inputs. For example, Glossosoma and Chironomidae densities in CR1, where adult Chinook inputs peaked, were 2.3- and 2.6-fold higher, respectively, than the overall reach average (110.9 no./m2 for Glossosoma, 1273 no./m2 for Chironomidae)"" (10)",nursery,Unclear,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Chinook,eco,macroinvertebrates,adult Chinook,No,"""Macroinvertebrate taxa richness increased with adult Chinook inputs (r =0.58, p 5 0.2), which also supports our hypothesis."" (10)",diversity,Unclear,Regulation & Maintenance ,Other types of regulation and maintenance service by living processes,Other,Other,2.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Chinook,eco,riparian birds,Chinook salmon,No,"""Total riparian bird relative density (r =0.46, p 5 0.3; Fig. 6D) and diversity (r 5 0.82, p 5 0.02; Fig. 6F) positively covaried with Chinook Salmon inputs."" (10)",energy,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Chinook,eco,"spiders, Tetragnathidae",adult Chinook,No,"""Specifically, total spider density weakly but positively correlated with adult Chinook inputs (r =0.23, p =0.6; Fig. 6A), whereas Tetragnathidae density displayed a somewhat stronger (r 5 0.59, p 5 0.2) association (Fig. 6B)"" (10)",energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,"Coho, chinook",eco,"streams, macros, trout, salmonids",salmon,No,"""Our results showed that salmon biomass inputs were positively associated with a variety of ecosystem responses, including increased water P concentrations, macroinvertebrate density and richness, increased isotopic niche of resident trout, and higher densities of river-rearing salmonids. "" (14)","stream chem, nutrient and energy provisioning",Unclear,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA
157,Not specified,eco,American dippers,salmon,No,"""However, our stable isotope data does reveal that marine-derived subsidies from migrating salmon have made their way into the Cedar River food web, which is consistent with a recent study in the Elwha River (Washington, USA) that found American Dippers to be enriched in the heavier isotopes of N and C after dam removal and salmon recolonization (Tonra et al. 2015)."" (16)",nutrient and energy provision,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,sockeye,eco,forests,spawning sockeye,No,"""Across 36 yr at the Adams River, BC, we found that quadrennial pulses of sockeye salmon are associated with increased forest greenness during the subsequent summer growing season (i.e., 9–11 months after spawning). These pulses of sockeye do not increase forest greenness during or immediately after spawning in the fall; instead, these pulses are associated with increased greenness in the subsequent fall (i.e., 11–13 months after spawning)."" (8)",nutrients,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Not specified,eco,FW + riparian ecosystems,"gametes, excretion, carcasses",No,"""Pacific salmon (Oncorhynchus spp.) accrue up to 99% of their body mass in the ocean before they return to freshwater ecosystems to spawn and die (Quinn 2005), delivering marine-derived nutrients to aquatic and riparian ecosystems in the form of gametes, excretion, and carcasses."" (1-2)",nutrient provision,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Not specified,eco,"riparian plants, terrestrial insects, forest birds",salmon,No,"""These pulses of nutrients influence the dynamics of riparian ecosystems, where salmon alter the composition of riparian plant assemblages (Hocking and Reynolds 2011, Morris and Stanford 2011), increase the growth rate of riparian trees (Helfield and Naiman 2001, Reimchen and Fox 2013, Quinn et al. 2018), are heavily consumed by terrestrial insects (Hocking and Reimchen 2006), and increase the density of forest birds (Field and Reynolds 2013, Wagner and Reynolds 2019)."" (2)","nutrient, energy",Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Not specified,eco,riparian plants,salmon MDN,No,"""For example, riparian plants beside salmon streams have increased amounts of foliar 15N compared to those beside streams without salmon (Bilby et al. 1996, Bartz and Naiman 2005, Nagasaka et al. 2006)."" (2)",nutrients,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"pink, chum",eco,riparian plants,spawners,No," ""This study found a positive relationship between NDVI in summer months and the combined abundance of pink (Oncorhynchus gorbuscha) and chum (Oncorhynchus keta) salmon among streams in the central coast of British Columbia (BC), Canada, as well as biennial increases in summer NDVI that corresponded with the two-year cycle of pink salmon returns to the lower Fraser River over an 18-yr time series. These results suggest that nutrient enrichment from pink and chum salmon positively influences riparian productivity in the summer after spawning and that this influence is detectable from space"" (3)",nutrients,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Sockeye,eco,riparian vegetation,spawners,No,"""In our study, during the summer, the greenness of plots located further away from the stream edge (approximately 95–125 m) was similarly associated with pulses of sockeye salmon abundance as was that of plots within 30 m of the stream edge"" (11)",nutrients,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Not specified,eco,terrestrial ecosystems,spawning salmon,No,"""In coastal regions of the North Pacific, spawning migrations of Pacific salmon (Haíɫzaqvḷa [Heiltsuk language]: miá) (Latin: Oncorhynchus spp.) deliver annual pulses of subsidies from marine to terrestrial ecosystems in large quantities each year."" (12729)",nutrients,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Pink, chum",eco,soils,salmon MDN,No,"""As expected, soil δ15N levels were highest near the river and decreased with distance (multiple R2 = 0.63, F-statistic = 14.6, df = 26, pdistance < .0001; Figure 4)."" (12733)",nutrients,Indirect,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Pink, chum",eco,curculionid beetles,salmon MDN,No,"""This gradient was mirrored by δ15N in the herbivorous curculionid beetles, whereas carabid beetles, which feed at a higher trophic level and are more mobile, did not show discernable patterns in their δ15N content."" (12728)",nutrients,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Not specified,eco,"riparian soils, invertebrates, vertebrates",salmon MDN,No,"""For example, previous work has shown that nitrogen-15 in riparian soils, invertebrates, and vertebrate species is positively correlated with the presence and abundance of salmon in adjacent freshwater rivers."" (12729)",nutrients,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Not specified,eco,"terrestrial litter invertebrates, birds",salmon MDN,No," ""Studies of terrestrial litter invertebrates and birds indicate isotopic enrichment (Christie et al., 2008; Hocking & Reimchen, 2002; Reimchen et al., 2002), as well as changes in density and diversity in both taxa (Christie & Reimchen, 2005; Field & Reynolds, 2011; Hocking et al., 2009; Reynolds & Wagner, 2019)"" (12729)","nutrient, energy",Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,"Pink, chum",eco,weevils,salmon MDN,No,"""Weevil body δ15N also decreased with distance from the river (multiple R2 = 0.178, F-statistic = 5.6, df = 26, p = .025; Figure 5a), but there was no significant relationship for ground beetle δ15N (multiple R2 = 0.049, F-statistic = 1.4, df = 28, p = .242; Figure 5b)."" (12733-4)",nutrients,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Not specified,eco,soil and plants,salmon MDN via bears and wolves,No,"""Previous research has found elevated soil and plant δ15N in areas heavily used by predators such as bears and wolves, as well as areas nearer to stream banks (BenDavid et al., 1998)"" (12734)",nutrients,Unclear,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Chinook, coho",eco,"Bull trout, cutthroat trout",smolts,Yes,"""For example, highly piscivorous salmonids such as bull trout Salvelinus confluentus and cutthroat trout O. clarkii have the potential to consume large numbers of hatchery origin smolts when they overlap in distribution. "" (68)",Provisioning for stream fish,Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,Chum,socio,Commercial fisheries,Marine salmon via hatcheries,Yes,"""Currently, chum salmon harvest is mainly dependent on the return of hatchery fish"" (213)",Provisioning for fisheries,Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"Chinook, coho",both,"Great Lakes streams, scientists, and managers",Introduced salmon,Yes,"""Nonnative Pacific salmon represent a managed, human-mediated N subsidy to the Great Lakes tributaries and have multiple effects on streams throughout their introduced range."" (443)",Regulating stream chem; management and research,"Direct, Indirect",Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that enable education and training,3.1.2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Chinook,eco,wild winter chinook,hatchery chinook,Yes,"""Declines in the winter run of chinook salmon (O. tshawytscha) in the Sacramento River from more than 100,000 in 1969 to less than 200 in 1991 led to listing of this run as endangered under the ESA in 1994 (e.g., Hedrick et al., 2000). A program has been initiated to supplement natural production through capture of a portion of the wild run to increase egg and juvenile survival and to guard against catastrophic natural juvenile losses. The breeding protocol, designed to equalize the contributions from captive spawners, succeeded in maintaining the effective population size of the overall population. "" (66)",population maintenance,Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Chum,socio,Japanese commercial fisheries,Hatchery chum,Yes,"""Hatchery releases account for more than 90% of Japanese catch, increasing from 20 to 60 million fish between 1975 and 1990"" (67)",Provisioning commercial fisheries,Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Chinook,eco,wild spring chinook,hatchery chinook,Yes,"""The spring-run chinook salmon returning to the Carson National Fish Hatchery represent the earliest and most extensive ongoing operation of this nature (Myers et al., 1998). The Carson spring-run enhancement effort was initiated in 1955 using fish destined for the upper Columbia and Snake rivers. These fish were intercepted at the Bonneville Dam – the most downstream mainstem dam – and transported to the Carson Hatchery on the Wind River, which enters the Columbia River on the Washington side approximately 40 km upstream in the Bonneville pool (Ricker, 1972). The stock became self-perpetuating by 1960. Subsequently, Carson fish have been released in large numbers from the hatchery as well as extensively reintroduced to upstream ancestral areas of the Columbia and Snake rivers (Mullan, 1987; Utter et al., 1995; Myers et al., 1998)."" (68)",Population restoration,Direct,Cultural ,"Indirect, remote, often indoor interactions with living systems that do not require presence in the environmental setting",Other biotic characteristics that have a non-use value,Characteristics or features of living systems that have an existence value,3.2.2.1,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions","Lifecycle maintenance, habitat and gene pool protection",Maintaining nursery populations and habitats (Including gene pool protection),2.2.2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Chinook, coho",eco,Great Lake tributary,adult salmon,Yes,"""Only the stream with the second highest salmon biomass (Pine Creek) showed substantial increases in N[H.sup.+.sub.4]-N in both years."" (n.p.)",stream chem (N),Direct,Regulation & Maintenance ,"Regulation of physical, chemical, biological conditions",Water conditions,Regulation of the chemical condition of freshwaters by living processes,2.2.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,Not specified,socio,Scientists,Pacific salmon,Yes,"""Pacific salmon (Oncorhynchus spp.) are ideal for evaluating the context dependency of introduced species impacts because they simultaneously exert subsidy and engineering effects and have been widely introduced outside of their native range (Crawford 2001; Schindler et al. 2003; Flecker et al. 2010). "" (n.p.)",Cultural research,Indirect,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that enable scientific investigation or the creation of traditional ecological knowledge,3.1.2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Masu,eco,grey herons,juvenile hatchery salmon,Yes,"""The results of the present study suggest that in our experimental setting, grey herons can significantly reduce salmonid populations by consuming juvenile fish. "" (451)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Masu,eco,"grey heron, japanese marten, racoon dog, large-billed crow",juvenile hatchery salmon,Yes,"""In all, 173 photographs of grey heron were taken and there were six photographs or fewer of each of the other animals (Japanese marten, three; raccoon dog, four; large-billed crow, six). Twenty-one photographs showed grey herons capturing prey fish. Therefore, in the tank experiments, grey herons were regarded as the main predator."" (449)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,Masu,eco,"grey heron, brown dipper, japanese red fox, large billed crow",juvenile hatchery salmon,Yes,"""Cameras captured grey heron, brown dipper (Cinclus pallasii), Japanese red fox (Vulpes vulpes japonica) and large-billed crow during the stream experiment. The total number of photographs containing potential predators was 470. Of them, 455 photographs contained grey heron. There were fewer than 10 photographs of other animals (brown dipper, one; Japanese red fox, seven; large-billed crow, seven). "" (450)",predation,Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,chum,socio,commercial fisheries,chum salmon,Yes,"""Food and livelyhood...Mixed fish populations have contributed to increased commercial harvests (e.g., chum salmon, red sea bream, lake sturgeon, Acipenser fulvescens) when filling seemingly empty ecological niches after previous depletion/overfishing or after creation of new habitats...Liao 1997, Schram and others 1999, Blaxter 2000"" (810)",commercial fisheries,Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,chinook,socio,recreational fisheries,released chinook,Yes,"""Game and recreation . . . Released fish (e.g., chinook salmon, Oncorhynchus ishawytscha, and largemouth bass, Micropterus salmonides) have contributed to short-term increased recreational harvests . . . Buynak and others 1999, Peck and others 1999)"" (810)",recreational fisheries,Direct,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Physical and experiential interactions with natural environment,"Characteristics of living systems that that enable activities promoting health, recuperation or enjoyment through active or immersive interactions",3.1.1.1,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"pink, masu",socio,commercial and recreational fisheries,hatchery salmon,Yes,"""Morita et al. (2006) estimated that the contribution of hatchery fish to pink salmon catches was ca. 40% on average in the period 1971–2003. The contribution of hatchery fish to masu salmon catches was estimated to be 12–23% (Y. Miyakoshi, unpublished data), based on the tagging data presented in Miyakoshi et al. (2001a, b, 2004b)."" (1356)","biomass, profit",Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,chum,socio,Hokkaido commercial fisheries,Pacific salmon,Yes,"""Pacific salmon support important commercial fisheries on Hokkaido. The economic yield of chum salmon is second only to that of scallop (Mizuhopecten yessoensis)."" (1356)",commercial fisheries,Direct,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Fibres and other materials from wild animals for direct use or processing (excluding genetic materials),1.1.6.2,NA,NA,NA,NA,NA,NA
67,Not specified,socio,salmon consumers,hatcheries,Yes,"""Although many recreational and sport fisheries continue to decline, salmon fishery management is evolving to recognize the nutrient-cycling role of wild salmon in coastal watersheds, and salmon farming activities are assuming an increasing role in food production (X. Augerot and C. Smith, unpublished data)."" (np)","predation, food",Direct,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic) used for nutritional purposes,1.1.6.1,Provisioning ,Biomass,"Wild animals (terrestrial and aquatic)  for nutrition, materials or energy",Wild animals (terrestrial and aquatic)  used as a source of energy,1.1.6.3,NA,NA,NA,NA,NA,Livelihood,Food,NA,NA,NA,NA
81,sockeye,eco,sculpins,salmon carcasses via lower trophic levels,Yes,"""Carcass additions led to positive responses in lower trophic levels that support fishes, but evidence for increased growth or condition of fishes was minimal except for sculpins: sculpin condition factor was markedly higher at intermediate treatment levels (*1.0–2.0 kg/m2, Fig. 5)."" (202)",energy and nutrient provision,Unclear,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,sockeye,eco,fungus,salmon carcasses,Yes,"""Alternatively, or in addition to high invertebrate consumption, fungal growth on carcasses may have absorbed limiting nutrients making them unavailable for primary producers (Mackenzie, 2001). We observed an abundance of this fungus in channels receiving high (2.0–4.0 kg/m2) amounts of carcass material."" (206)",nutrient provision,Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"Chum, pink, sockeye",socio,Commercial fisheries,hatchery salmon,Yes,"""Since the 1990s, the biomass contribution of hatchery returns to the total catch amounts to 50% for chum salmon, more than 10% for pink salmon, and less than 10% for sockeye salmon (O. nerka)."" (165)","commercial fisheries (profit, materials)",Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Not specified,socio,Japanese seafood consumers,Pacific salmon,Yes,"""However, in Japan Pacific salmon tend to be valued only as seafood and not for their important ecological role in the North Pacific (Kaeriyama 2008)."" (166)","predation, culture",Direct,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture for nutritional purposes,1.1.4.1,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Animals reared by in-situ aquaculture as an energy source,1.1.4.3,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that are resonant in terms of culture or heritage,3.1.2.3,NA,NA,NA,NA,NA,NA
89,"pink, chum",socio,"researchers, commercial fisheries",hatchery pink and chum,Yes,"""We used data of commercial catch numbers in the sea and stream catch numbers for hatchery programs of chum and pink salmon (Hokkaido Salmon Hatchery 1971–1998; National Salmon Resources Center 1999–2009). Chum salmon and pink salmon are caught by trap (set) net fishing in the coastal waters from late August to mid December and from late July to early October, respectively."" (313)","commercial fisheries (profit, materials), research",Direct,Cultural ,"Direct, in-situ and outdoor interactions with living systems that depend on presence in the environmental setting",Intellectual and representative interactions with natural environment,Characteristics of living systems that enable scientific investigation or the creation of traditional ecological knowledge,3.1.2.1,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA
89,chum,socio,pink salmon commercial fisheries,hatchery chum,Yes," ""Further, pink salmon commercial catches increased sharply in the early 1990s along with chum salmon hatchery returns from the Okhotsk Sea, suggesting that hatcheries efforts likely contributed to overall abundance in both species (Fig. 1)."" (316)","commercial fisheries (profit, materials)",Indirect,Cultural ,Other characteristics of living systems that have cultural significance,Other,Other,3.3.X.X,Provisioning ,Biomass,"Reared aquatic animals  for nutrition, materials or energy",Fibres and other materials from animals grown by in-situ aquaculture for direct use or processing  (excluding genetic materials),1.1.4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
